"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.00190839694656489,0.00431331953071084,0.619145046581393,2.36116672621831,0,197,"c(""GADD45B"", ""IL32"", ""GEM"", ""SAT1"", ""GJA1"", ""CYR61"", ""PTX3"", ""ID2"", ""PPIB"", ""RHOB"", ""GAS1"", ""FN1"", ""PVR"", ""FZD8"", ""COL5A1"", ""MSX1"", ""IGFBP2"", ""BASP1"", ""SNAI2"", ""JUN"", ""CRLF1"", ""GPC1"", ""TNC"", ""FLNA"", ""TGFB1"", ""TIMP3"", ""LAMA1"", ""TGFBR3"", ""TNFAIP3"", ""SDC4"", ""PLOD1"", ""COL4A1"", ""LAMC1"", ""COL4A2"", ""INHBA"", ""COL1A1"", ""CALD1"", ""CTGF"", ""QSOX1"", ""CALU"", ""DKK1"", ""THBS2"", ""TIMP1"", ""FBN2"", ""CDH2"", ""SPARC"", ""EDIL3"", ""CADM1"", ""PLOD2"", ""TFPI2"", ""NID2"", ""FUCA1"", ""CXCL1"", ""LOX"", ""VCAN"", ""WNT5A"", ""PMP22"", ""LUM"", ""TGM2"", 
""EMP3"", ""SERPINE2"", ""SFRP1"", ""COL12A1"", ""CD44"", ""SLIT3"", ""WIPF1"", ""LAMA2"", ""COL3A1"", ""LOXL2"", ""ITGB5"", ""PMEPA1"", ""ADAM12"", ""VIM"", ""POSTN"", ""LGALS1"", ""COL6A2"", ""MATN3"", ""IGFBP4"", ""SLIT2"", ""ABI3BP"", ""AREG"", ""ITGA2"", ""FBLN2"", ""MMP2"", ""FBLN5"", ""NT5E"", ""LRP1"", ""FBLN1"", ""COL11A1"", ""RGS4"", ""DST"", ""GADD45A"", ""SDC1"", ""CDH11"", ""DAB2"", ""CD59"", ""FGF2"", ""PLOD3"", ""TNFRSF11B"", ""LAMC2"")"
"HALLMARK_INFLAMMATORY_RESPONSE",0.00186915887850467,0.00431331953071084,0.445270591555674,1.697283749782,0,191,"c(""NFKBIA"", ""MYC"", ""ROS1"", ""TNFRSF9"", ""LY6E"", ""PVR"", ""RIPK2"", ""NAMPT"", ""ADORA2B"", ""RGS16"", ""CHST2"", ""SRI"", ""SLC7A2"", ""CD55"", ""IL15RA"", ""ATP2A2"", ""SLC7A1"", ""GCH1"", ""INHBA"", ""SGMS2"", ""LDLR"", ""TPBG"", ""PDPN"", ""KLF6"", ""IL18R1"", ""TNFSF9"", ""CSF1"", ""TIMP1"", ""TAPBP"", ""IFITM1"", ""GPC3"", ""CCL20"", ""ICAM1"", ""EMP3"", ""ATP2B1"", ""RASGRP1"", ""FZD5"", ""SLC4A4"", ""CCL2"", ""LYN"", ""PROK2"", ""PCDH7"", ""NOD2"", ""PTGER2"", ""IL1R1"", ""IL18RAP"", ""SLC31A2"", ""ICAM4"", ""IL4R"", ""CXCL10"", ""GPR183"", ""LPAR1"", ""STAB1"", ""OLR1"", ""NPFFR2"", ""NMI"", 
""MET"", ""IL2RB"", ""KCNA3"", ""NFKB1"")"
"HALLMARK_XENOBIOTIC_METABOLISM",0.00191204588910134,0.00431331953071084,0.429409412043921,1.63381939108963,0,196,"c(""PYCR1"", ""CA2"", ""ID2"", ""SLC1A5"", ""BCAT1"", ""ALDH2"", ""AHCY"", ""CYB5A"", ""DHRS7"", ""PGRMC1"", ""GART"", ""SHMT2"", ""MAN1A1"", ""ETS2"", ""ATP2A2"", ""SSR3"", ""APOE"", ""GCH1"", ""ETFDH"", ""TMBIM6"", ""HMOX1"", ""NFS1"", ""ECH1"", ""CBR1"", ""IRF8"", ""ELOVL5"", ""GSS"", ""SPINT2"", ""PROS1"", ""GSTO1"", ""COMT"", ""CDA"", ""ARPP19"", ""TMEM97"", ""PGD"", ""GSR"", ""PEMT"", ""KARS"", ""NINJ1"", ""EPHX1"", ""PTGES3"", ""DCXR"", ""HPRT1"", ""PTGES"", ""MCCC2"", ""MTHFD1"", ""IGFBP4"", ""IL1R1"", ""CYP2J2"", ""MT2A"", ""PC"", ""EPHA2"", ""ATOH8"", ""NMT1"", ""SERPINA6"", ""HES6"", ""CROT"", ""PDLIM5"", 
""CYP1A1"", ""SLC6A6"", ""PINK1"", ""TMEM176B"", ""TPST1"", ""NDRG2"", ""ACOX3"", ""FBLN1"", ""ACP2"", ""LONP1"", ""ADH5"")"
"HALLMARK_FATTY_ACID_METABOLISM",0.00191570881226054,0.00431331953071084,0.484767235017795,1.79917879675961,0,155,"c(""CA2"", ""LDHA"", ""DHCR24"", ""PRDX6"", ""HMGCS1"", ""G0S2"", ""GLUL"", ""MIF"", ""FASN"", ""H2AFZ"", ""MDH2"", ""PDHB"", ""CPOX"", ""SUCLG2"", ""ETFDH"", ""ALDOA"", ""SMS"", ""HPGD"", ""PDHA1"", ""ECI2"", ""ECH1"", ""CBR1"", ""HADHB"", ""IDI1"", ""ELOVL5"", ""FH"", ""OSTC"", ""SDHC"", ""ACAT2"", ""ACSL4"", ""PCBD1"", ""ME1"", ""PSME1"", ""NBN"", ""CPT1A"", ""HSD17B11"", ""RDH11"", ""ECI1"", ""ACSM3"", ""MDH1"", ""EPHX1"", ""ECHS1"", ""REEP6"", ""LGALS1"", ""SUCLG1"", ""UBE2L6"", ""CRYZ"", ""S100A10"", ""YWHAH"", ""NSDHL"", ""IL4I1"", ""ACSS1"", ""METAP1"", ""IDH3G"", ""CBR3"", ""ALDH1A1"", ""CYP1A1"", ""DLD"", 
""RAP1GDS1"", ""SLC22A5"", ""GCDH"", ""ACADS"", ""HSD17B4"", ""HADH"", ""GSTZ1"")"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.00190839694656489,0.00431331953071084,0.620586395079915,2.36517145372094,0,198,"c(""LDHA"", ""CYCS"", ""VDAC1"", ""IDH2"", ""UQCR11"", ""ATP5J2"", ""CYB5A"", ""LDHB"", ""CYB5R3"", ""MDH2"", ""ATP5G3"", ""ATP5G1"", ""GPI"", ""PDHB"", ""GPX4"", ""TIMM13"", ""MRPL34"", ""CYC1"", ""GRPEL1"", ""ATP5D"", ""UQCRC1"", ""ATP5B"", ""ETFDH"", ""COX6A1"", ""SLC25A4"", ""TIMM17A"", ""VDAC3"", ""NDUFA4"", ""GOT2"", ""COX6C"", ""NDUFB4"", ""NDUFA6"", ""PRDX3"", ""OXA1L"", ""COX7B"", ""UQCRH"", ""COX7A2"", ""NDUFC2"", ""NDUFS6"", ""NDUFB8"", ""NDUFA1"", ""NDUFB6"", ""PDHA1"", ""NDUFAB1"", ""UQCR10"", ""UQCRC2"", ""ECH1"", ""CASP7"", ""HADHB"", ""NDUFV1"", ""FH"", ""NDUFB7"", ""ETFA"", ""COX7C"", 
""SLC25A5"", ""OAT"", ""GLUD1"", ""UQCRB"", ""TCIRG1"", ""SDHC"", ""ATP6V1F"", ""MGST3"", ""FXN"", ""ATP5E"", ""SLC25A11"", ""NDUFS7"", ""UQCRFS1"", ""NDUFC1"", ""FDX1"", ""COX11"", ""COX5A"", ""OGDH"", ""UQCRQ"", ""ATP5C1"", ""MRPS15"", ""CPT1A"", ""COX8A"", ""AFG3L2"", ""ECI1"", ""NDUFV2"", ""IMMT"", ""PMPCA"", ""ATP5H"", ""ACADSB"", ""MDH1"", ""TOMM22"", ""HADHA"", ""NDUFA2"", ""ECHS1"", ""CS"", ""ISCA1"", ""SDHB"", ""COX17"", ""NDUFA7"", ""NDUFS2"", ""NDUFS1"", ""SLC25A6"", ""ETFB"", ""SUCLG1"", ""COX6B1"", ""ATP5O"", ""SLC25A3"", ""COX4I1"", ""TIMM50"", ""IDH3G"", ""NDUFB2"", ""VDAC2"", ""ATP5J"", 
""ATP1B1"", ""PDP1"", ""NDUFS8"", ""DLD"", ""NDUFB1"", ""MRPS12"", ""ACAT1"", ""TIMM8B"", ""NQO2"", ""ATP5L"", ""ATP5G2"")"
"HALLMARK_GLYCOLYSIS",0.00190839694656489,0.00431331953071084,0.599678322496943,2.28692857890458,0,197,"c(""PGK1"", ""LDHA"", ""TXN"", ""SLC37A4"", ""PGAM1"", ""HSPA5"", ""PPIA"", ""PYGL"", ""TPI1"", ""KDELR3"", ""FAM162A"", ""COL5A1"", ""CYB5A"", ""EXT1"", ""ENO1"", ""MPI"", ""ADORA2B"", ""MIF"", ""PFKP"", ""SDC2"", ""MDH2"", ""PRPS1"", ""GALK1"", ""CITED2"", ""GPC1"", ""CHST2"", ""CHST12"", ""B3GALT6"", ""PLOD1"", ""CHPF"", ""B4GALT2"", ""SRD5A3"", ""SLC25A10"", ""TPBG"", ""GOT2"", ""SOD1"", ""IER3"", ""ALDOA"", ""QSOX1"", ""GPC4"", ""XYLT2"", ""GOT1"", ""POLR3K"", ""PGM2"", ""HAX1"", ""GPC3"", ""SDHC"", ""AK4"", ""EGFR"", ""PLOD2"", ""ARPP19"", ""ME1"", ""VCAN"", ""HOMER1"", ""NANP"", ""CXCR4"", ""CHST4"", 
""G6PD"", ""CD44"", ""SOX9"", ""CHST6"", ""B4GALT1"", ""EGLN3"", ""PYGB"", ""STMN1"", ""HK2"", ""CHST1"", ""FUT8"", ""MDH1"", ""AKR1A1"", ""CACNA1H"", ""RPE"", ""AK3"", ""ALG1"", ""HDLBP"", ""NSDHL"", ""CTH"", ""B3GNT3"", ""PC"", ""PAXIP1"", ""PDK3"", ""GMPPB"", ""IDUA"", ""DLD"", ""FKBP4"", ""GMPPA"", ""TPST1"", ""PGLS"", ""AGRN"", ""MET"", ""SLC16A3"", ""TALDO1"", ""NT5E"")"
"HALLMARK_UV_RESPONSE_UP",0.00191570881226054,0.00431331953071084,0.560739781501787,2.08114544981696,0,155,"c(""FOS"", ""NFKBIA"", ""CA2"", ""RPN1"", ""ASNS"", ""GAL"", ""TFRC"", ""RHOB"", ""NPTX2"", ""FOSB"", ""MSX1"", ""IGFBP2"", ""SIGMAR1"", ""JUNB"", ""GLS"", ""BMP2"", ""E2F5"", ""GRPEL1"", ""TST"", ""PPIF"", ""GCH1"", ""BID"", ""SLC25A4"", ""BCL2L11"", ""ATF3"", ""TMBIM6"", ""AMD1"", ""KLHDC3"", ""ALDOA"", ""AP2S1"", ""DDX21"", ""COL2A1"", ""CREG1"", ""HMOX1"", ""SPR"", ""FEN1"", ""POLR2H"", ""MGAT1"", ""BSG"", ""PPT1"", ""MRPL23"", ""CHRNA5"", ""ATP6V1F"", ""NKX2-5"", ""CXCL2"", ""ICAM1"", ""NPTXR"", ""SOD2"", ""HSPA2"", ""RASGRP1"", ""DNAJA1"", ""ARRB2"", ""HTR7"", ""NR4A1"", ""GGH"", ""HYAL2"", ""RET"", ""TAP1"", 
""EPHX1"", ""LYN"", ""DGAT1"", ""CLTB"", ""STK25"", ""PPAT"", ""H2AFX"", ""CYP1A1"", ""TUBA4A"", ""HSPA13"", ""FKBP4"", ""GPX3"", ""PDLIM3"", ""PTPRD"", ""EIF2S3"", ""PRKCD"", ""TYRO3"", ""YKT6"", ""WIZ"", ""LHX2"", ""EPCAM"", ""RFC4"")"
"HALLMARK_UV_RESPONSE_DN",0.00186567164179104,0.00431331953071084,0.477042831330401,1.75933939441389,0,141,"c(""MYC"", ""INSIG1"", ""IGFBP5"", ""GJA1"", ""CYR61"", ""ID1"", ""DUSP1"", ""BHLHE40"", ""ADORA2B"", ""SNAI2"", ""SDC2"", ""CITED2"", ""SRI"", ""TGFBR3"", ""LAMC1"", ""SLC7A1"", ""COL1A1"", ""LDLR"", ""PTGFR"", ""PRKAR2B"", ""DDAH1"", ""ATRX"", ""PAPD7"", ""FZD2"", ""RUNX1"", ""MAP1B"", ""RND3"", ""TGFBR2"", ""PMP22"", ""ATP2B1"", ""KIT"", ""FHL2"", ""SMAD7"", ""IGF1R"", ""MMP16"", ""COL3A1"", ""DLC1"", ""NEK7"", ""PRKCE"", ""MTA1"", ""CDON"", ""IRS1"", ""SCHIP1"", ""AGGF1"", ""PDLIM5"", ""LTBP1"", ""LPAR1"", ""ATRN"", ""TFPI"", ""ABCC1"", ""MET"", ""NFKB1"", ""EFEMP1"", ""FBLN5"", ""GCNT1"", ""PPARG"", ""COL11A1"", 
""RGS4"", ""KCNMA1"", ""DAB2"", ""GRK5"", ""SIPA1L1"", ""ITGB3"", ""HAS2"", ""SYNE1"", ""PRDM2"", ""SPOP"", ""ZMIZ1"", ""RASA2"")"
"HALLMARK_IL2_STAT5_SIGNALING",0.00187265917602996,0.00431331953071084,0.552702623918667,2.10877087428115,0,192,"c(""GADD45B"", ""CA2"", ""MYC"", ""PNP"", ""NDRG1"", ""TNFRSF9"", ""NCS1"", ""RHOB"", ""SPRY4"", ""UCK2"", ""SLC1A5"", ""COCH"", ""CKAP4"", ""ENPP1"", ""LRRC8C"", ""AHCY"", ""BHLHE40"", ""CCND2"", ""TNFRSF21"", ""ALCAM"", ""RGS16"", ""ETV4"", ""PTRH2"", ""TIAM1"", ""SH3BGRL2"", ""GPX4"", ""BMP2"", ""AKAP2"", ""PDCD2L"", ""CD81"", ""KLF6"", ""CD83"", ""IL18R1"", ""XBP1"", ""CSF1"", ""SLC29A2"", ""MAPKAPK2"", ""IRF8"", ""ARL4A"", ""PLAGL1"", ""SPRED2"", ""GSTO1"", ""BCL2"", ""SLC39A8"", ""PHLDA1"", ""TGM2"", ""MAFF"", ""BATF3"", ""SYNGR2"", ""RNH1"", ""MYO1E"", ""CD44"", ""BCL2L1"", ""ITGA6"", ""NOP2"", ""SERPINB6"", 
""ADAM19"", ""IGF1R"", ""TTC39B"", ""HK2"", ""DCPS"", ""PHTF2"", ""WLS"", ""SCN9A"", ""NFIL3"", ""PTGER2"", ""SOCS1"", ""AHNAK"", ""MAP3K8"", ""SYT11"", ""SNX14"", ""PUS1"", ""IL4R"", ""CXCL10"", ""CISH"", ""AMACR"", ""PTCH1"", ""NFKBIZ"", ""EOMES"", ""IL2RB"", ""GUCY1B3"", ""HUWE1"", ""NT5E"", ""IRF6"", ""HOPX"", ""IFNGR1"", ""HIPK2"")"
"HALLMARK_ALLOGRAFT_REJECTION",0.00187265917602996,0.00431331953071084,0.439026023809712,1.67505137843822,0,192,"c(""EIF5A"", ""IL27RA"", ""BCAT1"", ""RIPK2"", ""TAP2"", ""NME1"", ""HLA-A"", ""CCND2"", ""DEGS1"", ""MRPL3"", ""FLNA"", ""TGFB1"", ""IL12A"", ""INHBA"", ""PRKCB"", ""HLA-DMB"", ""RPL39"", ""CSF1"", ""ABCE1"", ""B2M"", ""TIMP1"", ""TAPBP"", ""IRF8"", ""EIF4G3"", ""F2R"", ""CDKN2A"", ""EGFR"", ""NPM1"", ""ICAM1"", ""HLA-E"", ""CSK"", ""GALNT1"", ""TPD52"", ""CD47"", ""NOS2"", ""TAP1"", ""CCL2"", ""TNF"", ""PF4"", ""LYN"", ""STAT4"", ""IL18RAP"", ""GZMB"", ""MAP4K1"", ""SOCS1"", ""EIF3J"", ""UBE2N"", ""IFNAR2"", ""IL4R"", ""STAB1"", ""HLA-DOA"", ""IL2RB"", ""GCNT1"", ""ST8SIA4"", ""IFNGR1"", ""HLA-DRA"", ""AKT1""
)"
"HALLMARK_KRAS_SIGNALING_UP",0.0018796992481203,0.00431331953071084,0.433547593517481,1.65042209319357,0,190,"c(""MAFB"", ""CA2"", ""ID2"", ""PTGS2"", ""BTBD3"", ""G0S2"", ""ANKH"", ""CCND2"", ""FLT4"", ""AKAP12"", ""RGS16"", ""AMMECR1"", ""ETV4"", ""PLAU"", ""GUCY1A3"", ""TRIB1"", ""TRIB2"", ""BMP2"", ""TNFAIP3"", ""IGF2"", ""KLF4"", ""INHBA"", ""MMD"", ""TMEM158"", ""F2RL1"", ""SPRY2"", ""PCSK1N"", ""MMP11"", ""TSPAN13"", ""IRF8"", ""TMEM100"", ""ZNF639"", ""EPHB2"", ""ALDH1A3"", ""CCL20"", ""ST6GAL1"", ""FUCA1"", ""MMP10"", ""CXCR4"", ""TSPAN7"", ""SOX9"", ""NIN"", ""ETV5"", ""ALDH1A2"", ""SERPINA3"", ""GADD45G"", ""DOCK2"", ""DUSP6"", ""GFPT2"", ""MAP4K1"", ""NGF"", ""CROT"", ""MYCN"", ""BPGM"", ""ITGA2"", ""CXCL10"", 
""GNG11"", ""HOXD11"", ""TMEM176B"", ""MAP7"", ""GPRC5B"", ""TFPI"", ""AKT2"", ""PTCD2"", ""ETV1"", ""SLPI"", ""TOR1AIP2"", ""TRAF1"", ""MMP9"", ""HBEGF"", ""FGF9"")"
"HALLMARK_APOPTOSIS",0.00383141762452107,0.00720046082949309,0.409953996238301,1.52151483103379,1,155,"c(""PMAIP1"", ""GADD45B"", ""SAT1"", ""DFFA"", ""TSPO"", ""RHOB"", ""EBP"", ""ANKH"", ""CCND2"", ""CCND1"", ""EGR3"", ""JUN"", ""GPX4"", ""TIMP3"", ""TGFBR3"", ""BMP2"", ""GCH1"", ""BID"", ""BCL2L11"", ""ATF3"", ""SOD1"", ""IER3"", ""DAP"", ""HMOX1"", ""PPT1"", ""TIMP1"", ""CASP7"", ""APP"", ""SLC20A1"", ""F2R"", ""CDC25B"", ""TIMP2"", ""LUM"", ""SOD2"", ""PDCD4"", ""GSR"", ""CD44"", ""BCL2L1"", ""DNAJA1"", ""SMAD7"", ""BCAP31"", ""LEF1"", ""TAP1"", ""TNF"", ""PLCB2"")"
"HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY",0.00381679389312977,0.00720046082949309,0.638486183017865,1.96071195646213,1,46,"c(""PRDX4"", ""TXN"", ""SRXN1"", ""PRDX6"", ""PFKP"", ""PRDX1"", ""JUNB"", ""PRDX2"", ""MGST1"", ""GPX4"", ""SOD1"", ""NDUFB4"", ""NDUFA6"", ""HHEX"", ""SOD2"", ""GSR"", ""G6PD"", ""ATOX1"", ""MBP"", ""NDUFS2"", ""STK25"", ""HMOX2"", ""GPX3"", ""ABCC1"", ""TXNRD1"", ""MPO"")"
"HALLMARK_ANGIOGENESIS",0.00403225806451613,0.00720046082949309,0.684561864297599,1.99799459396485,1,36,"c(""KCNJ8"", ""MSX1"", ""CCND2"", ""TNFRSF21"", ""LRPAP1"", ""TIMP1"", ""APP"", ""VCAN"", ""LUM"", ""COL3A1"", ""PF4"", ""POSTN"", ""THBD"", ""LPL"", ""PDGFA"", ""OLR1"", ""SERPINA5"", ""SLCO2A1"", ""JAG1"", ""STC1"", ""JAG2"", ""S100A4"", ""VAV2"", ""FGFR1"")"
